Price,Address,homeType,beds,baths,sq_feet,Status,Link,Unit Count
$775/mo,2241-E-Platte-Pl-7-Colorado-Springs-CO-80909,APARTMENT,0,1,500,FOR_RENT,www.zillow.com//homedetails/2241-E-Platte-Pl-7-Colorado-Springs-CO-80909/2069386798_zpid/,--
"$5,000/mo",2248-Glenn-St-Colorado-Springs-CO-80904,SINGLE_FAMILY,3,2.5,1680,FOR_RENT,www.zillow.com//homedetails/2248-Glenn-St-Colorado-Springs-CO-80904/247511642_zpid/,--
"$2,385/mo",6515-Sonny-Blue-Dr-Colorado-Springs-CO-80923,SINGLE_FAMILY,4,4,2129,FOR_RENT,www.zillow.com//homedetails/6515-Sonny-Blue-Dr-Colorado-Springs-CO-80923/64717051_zpid/,--
"$2,650/mo",333-E-Las-Animas-St-Colorado-Springs-CO-80903,TOWNHOUSE,3,2,1850,FOR_RENT,www.zillow.com//homedetails/333-E-Las-Animas-St-Colorado-Springs-CO-80903/82025470_zpid/,--
"$2,700/mo",6244-Saddlebred-Way-Colorado-Springs-CO-80925,SINGLE_FAMILY,7,3.5,3500,FOR_RENT,www.zillow.com//homedetails/6244-Saddlebred-Way-Colorado-Springs-CO-80925/92168442_zpid/,--
"$2,295/mo",10759-Autumn-Gold-Vw-Colorado-Springs-CO-80919,TOWNHOUSE,3,2.5,1576,FOR_RENT,www.zillow.com//homedetails/10759-Autumn-Gold-Vw-Colorado-Springs-CO-80919/319912568_zpid/,--
"$1,810/mo",2141-Addison-St-Colorado-Springs-CO-80916,SINGLE_FAMILY,3,2,1241,FOR_RENT,www.zillow.com//homedetails/2141-Addison-St-Colorado-Springs-CO-80916/2069401018_zpid/,--
"$1,350/mo",1040-Chiricahua-Loop-APT-B-Colorado-Springs-CO-80915,APARTMENT,3,2,1100,FOR_RENT,www.zillow.com//homedetails/1040-Chiricahua-Loop-APT-B-Colorado-Springs-CO-80915/2114602859_zpid/,--
"$1,200/mo",335-Vehr-Dr-2-Colorado-Springs-CO-80916,APARTMENT,2,1,800,FOR_RENT,www.zillow.com//homedetails/335-Vehr-Dr-2-Colorado-Springs-CO-80916/2069448344_zpid/,--
"$2,875/mo",7282-Thorn-Brush-Way-Colorado-Springs-CO-80923,SINGLE_FAMILY,3,3,2759,FOR_RENT,www.zillow.com//homedetails/7282-Thorn-Brush-Way-Colorado-Springs-CO-80923/181736789_zpid/,--
"$1,275+/mo","1027-4 Westmoreland Rd, Colorado Springs, CO",--,2,1,850,FOR_RENT,"www.zillow.com//b/Colorado-Springs-CO/38.885887,-104.799332_ll/",2
"$1,800/mo",1795-Portland-Gold-Dr-Colorado-Springs-CO-80905,SINGLE_FAMILY,3,2.5,1484,FOR_RENT,www.zillow.com//homedetails/1795-Portland-Gold-Dr-Colorado-Springs-CO-80905/121867235_zpid/,--
"$2,200/mo",1345-Firefly-Cir-Colorado-Springs-CO-80916,APARTMENT,3,2,1984,FOR_RENT,www.zillow.com//homedetails/1345-Firefly-Cir-Colorado-Springs-CO-80916/13621808_zpid/,--
"$1,795/mo",676-W-Monument-St-201-Colorado-Springs-CO-80905,APARTMENT,2,2,1084,FOR_RENT,www.zillow.com//homedetails/676-W-Monument-St-201-Colorado-Springs-CO-80905/2079000165_zpid/,--
"$2,600/mo",4127-Tree-Creek-Trl-Colorado-Springs-CO-80918,SINGLE_FAMILY,3,2.5,1850,FOR_RENT,www.zillow.com//homedetails/4127-Tree-Creek-Trl-Colorado-Springs-CO-80918/2069467426_zpid/,--
"$1,675/mo",1410-Newcastle-St-Colorado-Springs-CO-80907,SINGLE_FAMILY,3,1.5,1000,FOR_RENT,www.zillow.com//homedetails/1410-Newcastle-St-Colorado-Springs-CO-80907/13591176_zpid/,--
"$1,250/mo",914-S-Cascade-Ave-Colorado-Springs-CO-80903,SINGLE_FAMILY,1,1,900,FOR_RENT,www.zillow.com//homedetails/914-S-Cascade-Ave-Colorado-Springs-CO-80903/13618009_zpid/,--
"$1,550/mo",680-San-Juan-Rd-Colorado-Springs-CO-80904,APARTMENT,2,2,1170,FOR_RENT,www.zillow.com//homedetails/680-San-Juan-Rd-Colorado-Springs-CO-80904/13666043_zpid/,--
"$1,195/mo",14-W-Las-Animas-St-Colorado-Springs-CO-80903,SINGLE_FAMILY,2,1,676,FOR_RENT,www.zillow.com//homedetails/14-W-Las-Animas-St-Colorado-Springs-CO-80903/13617869_zpid/,--
"$1,695/mo",4116-Park-Village-Grv-Colorado-Springs-CO-80917,TOWNHOUSE,3,2.5,2488,FOR_RENT,www.zillow.com//homedetails/4116-Park-Village-Grv-Colorado-Springs-CO-80917/82241763_zpid/,--
"$1,700/mo",415-E-Pikes-Peak-Ave-Colorado-Springs-CO-80903,APARTMENT,0,1,536,FOR_RENT,www.zillow.com//homedetails/415-E-Pikes-Peak-Ave-Colorado-Springs-CO-80903/2077537075_zpid/,--
"$2,545/mo",5310-Silo-Rdg-Colorado-Springs-CO-80917,SINGLE_FAMILY,4,4,2396,FOR_RENT,www.zillow.com//homedetails/5310-Silo-Rdg-Colorado-Springs-CO-80917/13584252_zpid/,--
"$2,595/mo",4188-Ascendant-Dr-Colorado-Springs-CO-80922,SINGLE_FAMILY,5,4,3450,FOR_RENT,www.zillow.com//homedetails/4188-Ascendant-Dr-Colorado-Springs-CO-80922/55113099_zpid/,--
"$2,550/mo",7305-Pearly-Heath-Rd-Colorado-Springs-CO-80908,SINGLE_FAMILY,4,4,2632,FOR_RENT,www.zillow.com//homedetails/7305-Pearly-Heath-Rd-Colorado-Springs-CO-80908/119307996_zpid/,--
"$2,425/mo",2208-Warwick-Ln-Colorado-Springs-CO-80909,SINGLE_FAMILY,4,3,2015,FOR_RENT,www.zillow.com//homedetails/2208-Warwick-Ln-Colorado-Springs-CO-80909/13600570_zpid/,--
"$2,475/mo",7985-Chancellor-Dr-Colorado-Springs-CO-80920,SINGLE_FAMILY,4,3.5,2310,FOR_RENT,www.zillow.com//homedetails/7985-Chancellor-Dr-Colorado-Springs-CO-80920/13563604_zpid/,--
"$1,695/mo",627-Paradise-Ln-Colorado-Springs-CO-80904,SINGLE_FAMILY,2,2,1148,FOR_RENT,www.zillow.com//homedetails/627-Paradise-Ln-Colorado-Springs-CO-80904/13661145_zpid/,--
"$1,850/mo",2375-Ptarmigan-Ln-Colorado-Springs-CO-80918,SINGLE_FAMILY,4,2,1730,FOR_RENT,www.zillow.com//homedetails/2375-Ptarmigan-Ln-Colorado-Springs-CO-80918/13578146_zpid/,--
"$1,980/mo",2022-Pepperwood-Dr-Colorado-Springs-CO-80910,SINGLE_FAMILY,4,2,1605,FOR_RENT,www.zillow.com//homedetails/2022-Pepperwood-Dr-Colorado-Springs-CO-80910/13626270_zpid/,--
"$2,295/mo",5014-Hawk-Meadow-Dr-Colorado-Springs-CO-80916,SINGLE_FAMILY,3,2,3024,FOR_RENT,www.zillow.com//homedetails/5014-Hawk-Meadow-Dr-Colorado-Springs-CO-80916/64624886_zpid/,--
"$1,995/mo",1973-N-Academy-Blvd-Colorado-Springs-CO-80909,TOWNHOUSE,3,3,1809,FOR_RENT,www.zillow.com//homedetails/1973-N-Academy-Blvd-Colorado-Springs-CO-80909/13599745_zpid/,--
"$1,480/mo",2140-Cooper-Ave-APT-B-Colorado-Springs-CO-80907,APARTMENT,2,1,800,FOR_RENT,www.zillow.com//homedetails/2140-Cooper-Ave-APT-B-Colorado-Springs-CO-80907/2090526877_zpid/,--
"$2,800/mo",4073-Flash-Point-Colorado-Springs-CO-80907,TOWNHOUSE,2,3,1400,FOR_RENT,www.zillow.com//homedetails/4073-Flash-Point-Colorado-Springs-CO-80907/69305641_zpid/,--
"$2,300/mo",7710-Manston-Dr-Colorado-Springs-CO-80920,SINGLE_FAMILY,4,4,2709,FOR_RENT,www.zillow.com//homedetails/7710-Manston-Dr-Colorado-Springs-CO-80920/69038989_zpid/,--
"$1,875/mo",2504-N-Tejon-St-Colorado-Springs-CO-80907,SINGLE_FAMILY,3,2,1455,FOR_RENT,www.zillow.com//homedetails/2504-N-Tejon-St-Colorado-Springs-CO-80907/13591973_zpid/,--
"$1,695/mo",2728-Lark-Dr-Colorado-Springs-CO-80909,SINGLE_FAMILY,3,1.5,1823,FOR_RENT,www.zillow.com//homedetails/2728-Lark-Dr-Colorado-Springs-CO-80909/13593930_zpid/,--
$900+/mo,"624 N Weber St, Colorado Springs, CO",--,0,1,,FOR_RENT,www.zillow.com//b/624-n.-weber-street-colorado-springs-co-9TF87c/,3
"$2,925/mo",8235-Hardwood-Cir-Colorado-Springs-CO-80908,SINGLE_FAMILY,4,3,3450,FOR_RENT,www.zillow.com//homedetails/8235-Hardwood-Cir-Colorado-Springs-CO-80908/181534059_zpid/,--
"$1,999/mo",2230-Falkirk-Dr-Colorado-Springs-CO-80910,SINGLE_FAMILY,3,2.5,1611,FOR_RENT,www.zillow.com//homedetails/2230-Falkirk-Dr-Colorado-Springs-CO-80910/69039149_zpid/,--
"$2,300/mo",24-S-Olympian-Dr-Colorado-Springs-CO-80905,TOWNHOUSE,3,2.5,1700,FOR_RENT,www.zillow.com//homedetails/24-S-Olympian-Dr-Colorado-Springs-CO-80905/247511590_zpid/,--
"$2,500/mo",4873-Bittercreek-Dr-Colorado-Springs-CO-80922,SINGLE_FAMILY,4,4,2312,FOR_RENT,www.zillow.com//homedetails/4873-Bittercreek-Dr-Colorado-Springs-CO-80922/13538588_zpid/,--
"$2,500/mo",5651-Majestic-Dr-Colorado-Springs-CO-80919,SINGLE_FAMILY,4,3.5,2585,FOR_RENT,www.zillow.com//homedetails/5651-Majestic-Dr-Colorado-Springs-CO-80919/13655137_zpid/,--
"$1,850/mo",4088-Diamond-Ridge-Vw-Colorado-Springs-CO-80918,TOWNHOUSE,2,2.5,1625,FOR_RENT,www.zillow.com//homedetails/4088-Diamond-Ridge-Vw-Colorado-Springs-CO-80918/63081986_zpid/,--
"$1,325/mo",4050-Airport-Rd-4-Colorado-Springs-CO-80910,APARTMENT,2,1,820,FOR_RENT,www.zillow.com//homedetails/4050-Airport-Rd-4-Colorado-Springs-CO-80910/2069527147_zpid/,--
"$2,100/mo",4722-Little-London-Dr-Colorado-Springs-CO-80923,SINGLE_FAMILY,3,2.5,2103,FOR_RENT,www.zillow.com//homedetails/4722-Little-London-Dr-Colorado-Springs-CO-80923/13571773_zpid/,--
"$2,000/mo",2015-Mount-Vernon-St-Colorado-Springs-CO-80909,SINGLE_FAMILY,3,2,1800,FOR_RENT,www.zillow.com//homedetails/2015-Mount-Vernon-St-Colorado-Springs-CO-80909/13603179_zpid/,--
"$2,860/mo",714-N-30th-St-Colorado-Springs-CO-80904,SINGLE_FAMILY,4,2.5,2418,FOR_RENT,www.zillow.com//homedetails/714-N-30th-St-Colorado-Springs-CO-80904/2070282901_zpid/,--
"$1,949/mo",5312-Luster-Dr-Colorado-Springs-CO-80923,SINGLE_FAMILY,3,2,1304,FOR_RENT,www.zillow.com//homedetails/5312-Luster-Dr-Colorado-Springs-CO-80923/58405593_zpid/,--
"$2,100/mo",2411-W-Colorado-Ave-UNIT-202-Colorado-Springs-CO-80904,APARTMENT,2,1,1293,FOR_RENT,www.zillow.com//homedetails/2411-W-Colorado-Ave-UNIT-202-Colorado-Springs-CO-80904/88909816_zpid/,--
"$1,375/mo",1305-Soaring-Eagle-Dr-Colorado-Springs-CO-80915,TOWNHOUSE,2,1.5,960,FOR_RENT,www.zillow.com//homedetails/1305-Soaring-Eagle-Dr-Colorado-Springs-CO-80915/13544682_zpid/,--
"$1,250/mo",903-Fontmore-Rd-APT-A-Colorado-Springs-CO-80904,APARTMENT,2,1,,FOR_RENT,www.zillow.com//homedetails/903-Fontmore-Rd-APT-A-Colorado-Springs-CO-80904/2082129999_zpid/,--
"$1,395/mo",808-Bennett-Ave-A-Colorado-Springs-CO-80909,APARTMENT,2,2,1000,FOR_RENT,www.zillow.com//homedetails/808-Bennett-Ave-A-Colorado-Springs-CO-80909/2069519132_zpid/,--
"$2,200/mo",1437-Heidi-Ln-Colorado-Springs-CO-80907,SINGLE_FAMILY,3,2.5,2366,FOR_RENT,www.zillow.com//homedetails/1437-Heidi-Ln-Colorado-Springs-CO-80907/13658091_zpid/,--
"$1,300/mo",2488-Washo-Cir-1-Colorado-Springs-CO-80915,TOWNHOUSE,2,1.5,960,FOR_RENT,www.zillow.com//homedetails/2488-Washo-Cir-1-Colorado-Springs-CO-80915/2069519637_zpid/,--
"$1,300/mo",3140-Van-Teylingen-Dr-APT-A-Colorado-Springs-CO-80917,TOWNHOUSE,3,2,1072,FOR_RENT,www.zillow.com//homedetails/3140-Van-Teylingen-Dr-APT-A-Colorado-Springs-CO-80917/13594426_zpid/,--
"$2,200/mo",2910-Rolling-Wood-Loop-Colorado-Springs-CO-80918,SINGLE_FAMILY,3,2,1916,FOR_RENT,www.zillow.com//homedetails/2910-Rolling-Wood-Loop-Colorado-Springs-CO-80918/13571062_zpid/,--
"$2,100/mo",1046-Tyre-Hts-Colorado-Springs-CO-80916,SINGLE_FAMILY,2,2,1450,FOR_RENT,www.zillow.com//homedetails/1046-Tyre-Hts-Colorado-Springs-CO-80916/2069525109_zpid/,--
"$2,350/mo",7570-Dry-Creek-Ln-Colorado-Springs-CO-80919,SINGLE_FAMILY,4,3.5,3200,FOR_RENT,www.zillow.com//homedetails/7570-Dry-Creek-Ln-Colorado-Springs-CO-80919/13649366_zpid/,--
"$1,450/mo",6605-Proud-Eagle-Ct-Colorado-Springs-CO-80915,TOWNHOUSE,2,1.5,960,FOR_RENT,www.zillow.com//homedetails/6605-Proud-Eagle-Ct-Colorado-Springs-CO-80915/13544791_zpid/,--
"$1,850/mo",1116-Wisdom-Hts-Colorado-Springs-CO-80907,TOWNHOUSE,3,2.5,1311,FOR_RENT,www.zillow.com//homedetails/1116-Wisdom-Hts-Colorado-Springs-CO-80907/67079650_zpid/,--
"$2,195/mo",3730-Hickory-Hill-Dr-Colorado-Springs-CO-80906,SINGLE_FAMILY,3,2,1619,FOR_RENT,www.zillow.com//homedetails/3730-Hickory-Hill-Dr-Colorado-Springs-CO-80906/13635670_zpid/,--
"$2,400/mo",10009-Green-Thicket-Grv-Colorado-Springs-CO-80924,SINGLE_FAMILY,3,2.5,1734,FOR_RENT,www.zillow.com//homedetails/10009-Green-Thicket-Grv-Colorado-Springs-CO-80924/247509553_zpid/,--
"$3,300/mo",1357-Cresson-Mine-Dr-Colorado-Springs-CO-80905,SINGLE_FAMILY,4,3.5,3924,FOR_RENT,www.zillow.com//homedetails/1357-Cresson-Mine-Dr-Colorado-Springs-CO-80905/82025718_zpid/,--
"$1,430/mo",4766-Live-Oak-Colorado-Springs-CO-80916,TOWNHOUSE,3,2.5,1528,FOR_RENT,www.zillow.com//homedetails/4766-Live-Oak-Colorado-Springs-CO-80916/2069529172_zpid/,--
"$1,534+/mo","6416 Honey Grv, Colorado Springs, CO",--,1,1,723,FOR_RENT,"www.zillow.com//b/Residences-at-Falcon-North-Colorado-Springs-CO/38.923245,-104.73784_ll/",18
"$1,800/mo",7125-Red-Sand-Grv-Colorado-Springs-CO-80923,TOWNHOUSE,3,2.5,1625,FOR_RENT,www.zillow.com//homedetails/7125-Red-Sand-Grv-Colorado-Springs-CO-80923/87929044_zpid/,--
"$2,650/mo",2608-N-Union-Blvd-Colorado-Springs-CO-80909,SINGLE_FAMILY,3,2,1687,FOR_RENT,www.zillow.com//homedetails/2608-N-Union-Blvd-Colorado-Springs-CO-80909/13593549_zpid/,--
"$2,495/mo",4044-Purple-Plum-Way-Colorado-Springs-CO-80920,SINGLE_FAMILY,4,3,2839,FOR_RENT,www.zillow.com//homedetails/4044-Purple-Plum-Way-Colorado-Springs-CO-80920/64910092_zpid/,--
"$2,800/mo",6253-Ashmore-Ln-Colorado-Springs-CO-80908,SINGLE_FAMILY,5,3.5,3057,FOR_RENT,www.zillow.com//homedetails/6253-Ashmore-Ln-Colorado-Springs-CO-80908/2069731065_zpid/,--
"$2,295/mo",6192-Grand-Mesa-Dr-Colorado-Springs-CO-80923,SINGLE_FAMILY,3,2.5,1405,FOR_RENT,www.zillow.com//homedetails/6192-Grand-Mesa-Dr-Colorado-Springs-CO-80923/59735910_zpid/,--
"$2,620/mo",4968-Sweetgrass-Ln-Colorado-Springs-CO-80922,SINGLE_FAMILY,4,3.5,2312,FOR_RENT,www.zillow.com//homedetails/4968-Sweetgrass-Ln-Colorado-Springs-CO-80922/13538583_zpid/,--
"$1,500/mo",3770-Strawberry-Field-Grv-APT-B-Colorado-Springs-CO-80906,APARTMENT,2,2,1137,FOR_RENT,www.zillow.com//homedetails/3770-Strawberry-Field-Grv-APT-B-Colorado-Springs-CO-80906/13635813_zpid/,--
"$1,300/mo",3026-N-Institute-St-Colorado-Springs-CO-80907,SINGLE_FAMILY,2,1,700,FOR_RENT,www.zillow.com//homedetails/3026-N-Institute-St-Colorado-Springs-CO-80907/13592857_zpid/,--
"$1,775/mo",1563-Monterey-Rd-APT-F-Colorado-Springs-CO-80910,APARTMENT,2,2,1500,FOR_RENT,www.zillow.com//homedetails/1563-Monterey-Rd-APT-F-Colorado-Springs-CO-80910/63127802_zpid/,--
"$5,000/mo",13789-Voyager-Pkwy-Colorado-Springs-CO-80921,SINGLE_FAMILY,6,5,5634,FOR_RENT,www.zillow.com//homedetails/13789-Voyager-Pkwy-Colorado-Springs-CO-80921/64801214_zpid/,--
"$2,399/mo",2340-Royal-Palm-Dr-Colorado-Springs-CO-80918,SINGLE_FAMILY,5,3,2471,FOR_RENT,www.zillow.com//homedetails/2340-Royal-Palm-Dr-Colorado-Springs-CO-80918/13589906_zpid/,--
"$2,200/mo",937-S-Arcadia-St-Colorado-Springs-CO-80903,SINGLE_FAMILY,4,2,1800,FOR_RENT,www.zillow.com//homedetails/937-S-Arcadia-St-Colorado-Springs-CO-80903/13618760_zpid/,--
"$1,900+/mo","10714 Yuba Dr, Colorado Springs, CO",--,4,3,3295,FOR_RENT,"www.zillow.com//b/Colorado-Springs-CO/38.739976,-104.641154_ll/",2
"$1,750/mo",4361-High-Mountain-Point-Colorado-Springs-CO-80917,TOWNHOUSE,2,3,1867,FOR_RENT,www.zillow.com//homedetails/4361-High-Mountain-Point-Colorado-Springs-CO-80917/181737128_zpid/,--
$950/mo,317-W-Harrison-St-Colorado-Springs-CO-80907,SINGLE_FAMILY,2,1,700,FOR_RENT,www.zillow.com//homedetails/317-W-Harrison-St-Colorado-Springs-CO-80907/13591914_zpid/,--
"$1,250/mo",4215-Deerfield-Hills-Rd-Colorado-Springs-CO-80916,SINGLE_FAMILY,2,1,1000,FOR_RENT,www.zillow.com//homedetails/4215-Deerfield-Hills-Rd-Colorado-Springs-CO-80916/13631732_zpid/,--
"$1,250/mo",4725-Picturesque-Dr-APT-B-Colorado-Springs-CO-80917,APARTMENT,2,1,918,FOR_RENT,www.zillow.com//homedetails/4725-Picturesque-Dr-APT-B-Colorado-Springs-CO-80917/2086467185_zpid/,--
"$2,175/mo",7146-Grand-Prairie-Dr-Colorado-Springs-CO-80923,SINGLE_FAMILY,3,2.5,2149,FOR_RENT,www.zillow.com//homedetails/7146-Grand-Prairie-Dr-Colorado-Springs-CO-80923/58658100_zpid/,--
"$2,170/mo",5775-Eldora-Dr-Colorado-Springs-CO-80918,SINGLE_FAMILY,3,2,1562,FOR_RENT,www.zillow.com//homedetails/5775-Eldora-Dr-Colorado-Springs-CO-80918/13576848_zpid/,--
"$3,125/mo",2212-Woodburn-St-Colorado-Springs-CO-80906,SINGLE_FAMILY,4,4,3484,FOR_RENT,www.zillow.com//homedetails/2212-Woodburn-St-Colorado-Springs-CO-80906/13628452_zpid/,--
"$2,500/mo",2120-Cooper-Ave-Colorado-Springs-CO-80907,SINGLE_FAMILY,2,1,1000,FOR_RENT,www.zillow.com//homedetails/2120-Cooper-Ave-Colorado-Springs-CO-80907/13659737_zpid/,--
"$1,650+/mo","5525 Tomah Dr, Colorado Springs, CO",--,2,1.5,1176,FOR_RENT,www.zillow.com//b/5525-tomah-dr-colorado-springs-co-5XzWgN/,2
